id,feature_A,feature_B,target
2677,5.5526,0.4430,0
2678,5.0088,2.2252,0
2679,9.6004,4.8695,1
2680,0.1236,0.9750,0
2681,1.9978,3.4661,0
2682,3.2445,0.6783,0
2683,3.7082,0.7339,0
2684,1.9954,2.4647,0
2685,3.3344,4.6973,1
2686,1.4797,4.0913,0
2687,9.3687,1.5189,1
2688,3.5331,3.0757,0
2689,5.1865,3.2500,1
2690,3.8202,2.1123,0
2691,9.9571,2.6737,1
2692,1.8047,3.4371,0
2693,5.1230,3.0040,1
2694,1.9290,2.1267,0
2695,5.9695,4.3015,1
2696,5.6312,2.0145,1
2697,1.5639,0.5436,0
2698,3.1170,0.6944,0
2699,0.3429,4.5393,0
2700,1.9232,1.5326,0
2701,1.0964,3.9577,0
2702,1.0266,3.9317,0
2703,1.8779,0.6766,0
2704,8.8964,1.8815,1
2705,0.9734,4.7704,0
2706,3.9162,1.5028,0
2707,7.6503,0.8139,1
2708,7.5990,2.3870,1
2709,3.2635,4.9757,1
2710,4.0550,4.0638,1
2711,7.8647,0.4314,1
2712,4.4819,4.2585,1
2713,9.5634,4.6330,1
2714,1.6655,3.1244,0
2715,5.2329,1.4615,0
2716,2.3293,1.0081,0
2717,9.8160,4.3878,1
2718,0.3618,1.4652,0
2719,6.8763,2.5350,1
2720,4.3864,4.4537,1
2721,3.9358,3.7117,1
2722,4.2946,3.8721,1
2723,1.7124,3.3713,0
2724,0.9394,0.6853,0
2725,5.3562,4.1675,1
2726,3.4550,2.1060,0
2727,5.9368,4.9627,1
2728,4.1839,0.3852,0
2729,7.8282,2.4864,1
2730,2.6619,2.7116,0
2731,5.4168,4.5573,1
2732,2.0996,1.8595,0
2733,3.1808,4.8792,1
2734,8.7999,4.9362,1
2735,0.6239,0.1132,0
2736,4.6246,4.7213,1
2737,1.7232,0.6020,0
2738,7.5820,3.0350,1
2739,8.3750,3.2499,1
2740,8.1277,3.7293,1
2741,8.8612,0.8793,1
2742,7.0442,0.2579,0
2743,3.8893,0.3084,0
2744,3.2611,2.2057,0
2745,3.0245,0.3375,0
2746,6.0600,1.9113,1
2747,1.1104,3.2814,0
2748,4.5572,1.7592,0
2749,2.2815,3.7952,0
2750,9.7784,4.6556,1
2751,0.4402,3.0146,0
2752,8.5784,0.6572,1
2753,4.2263,4.1345,1
2754,8.0627,4.8468,1
2755,7.2388,0.1120,0
2756,0.2256,4.5657,0
2757,5.7921,1.5755,0
2758,6.7085,2.1320,1
2759,8.6494,2.0111,1
2760,8.5819,1.6936,1
2761,8.2753,2.4294,1
2762,7.6819,3.9584,1
2763,1.6440,3.9400,0
2764,0.1171,1.7624,0
2765,8.5687,1.0471,1
2766,6.6662,2.9619,1
2767,9.0610,4.4794,1
2768,9.3124,4.3414,1
2769,2.5081,4.3075,0
2770,4.4577,2.9268,0
2771,1.7116,4.0740,0
2772,7.2824,1.3811,1
2773,7.9416,1.7418,1
2774,2.5196,4.0741,0
2775,6.1151,4.5864,1
2776,2.0918,4.1609,0
2777,8.2170,1.0431,1
2778,5.5039,0.7369,0
2779,9.1783,1.1118,1
2780,3.4157,0.0332,0
2781,7.6839,0.0807,1
2782,4.5518,2.3039,0
2783,9.0903,2.2266,1
2784,8.8926,4.3951,1
2785,0.7257,3.3995,0
2786,1.2083,0.7290,0
2787,6.6401,1.5006,1
2788,0.0480,2.7008,0
2789,9.2118,1.6658,1
2790,6.4135,1.7094,1
2791,1.7826,4.8784,0
2792,9.2585,0.5224,1
2793,3.2320,4.8366,1
2794,8.2287,2.8556,1
2795,6.6680,4.7689,1
2796,8.4154,0.7849,1
2797,0.5562,1.1915,0
2798,0.6354,2.6610,0
2799,8.0335,4.4017,1
2800,0.7518,1.1889,0
2801,6.6766,1.8545,1
2802,4.5533,4.8947,1
2803,2.0180,1.6367,0
2804,0.3109,3.6818,0
2805,4.8035,4.7563,1
2806,6.2572,3.6823,1
2807,2.9281,2.5727,0
2808,5.8090,1.7695,1
2809,6.2515,1.5011,1
2810,3.0794,4.3525,0
2811,4.2300,0.2716,0
2812,0.0589,4.6819,0
2813,2.7667,2.6144,0
2814,2.1492,3.2810,0
2815,8.3543,0.9056,1
2816,7.8991,1.3996,1
2817,0.3049,3.1192,0
2818,4.8194,3.0018,1
2819,6.3120,4.7750,1
2820,6.5256,3.1356,1
2821,0.7886,0.5872,0
2822,9.3705,2.4171,1
2823,4.1632,3.0552,0
2824,6.7153,3.8620,1
2825,3.7426,0.8908,0
2826,6.5940,4.0792,1
2827,5.3716,3.4912,1
2828,3.3465,0.2242,0
2829,1.1959,1.1085,0
2830,9.0216,3.8802,1
2831,0.1087,2.1068,0
2832,2.2648,0.4002,0
2833,8.3246,0.5475,1
2834,9.2360,3.1775,1
2835,0.8218,4.4065,0
2836,4.2165,4.0225,1
2837,0.8938,0.6198,0
2838,3.9645,1.0864,0
2839,6.0140,4.8027,1
2840,6.8851,0.1231,0
2841,8.3557,0.0265,1
2842,3.6188,3.8370,0
2843,6.7847,4.6997,1
2844,5.0962,3.1726,1
2845,0.3960,1.0891,0
2846,8.1962,4.2730,1
2847,3.9107,0.7285,0
2848,5.9744,3.4961,1
2849,2.3862,4.9785,0
2850,8.6868,2.2467,1
2851,1.0226,0.4291,0
2852,3.4255,3.8601,0
2853,8.5774,1.2129,1
2854,2.3930,4.0548,0
2855,6.0352,0.8462,0
2856,8.8668,1.2107,1
2857,8.9515,1.0904,1
2858,4.9818,0.8700,0
2859,4.2251,1.4612,0
2860,2.8844,2.4826,0
2861,1.8381,2.2173,0
2862,8.0022,1.4794,1
2863,4.9027,1.9337,0
2864,0.0045,0.4190,0
2865,7.1590,1.8358,1
2866,1.1950,1.9484,0
2867,9.0828,4.0843,1
2868,3.9502,3.7861,1
2869,4.0143,1.9991,0
2870,0.3687,1.5368,0
2871,9.3123,2.7611,1
2872,4.4003,4.5023,1
2873,1.3530,0.4212,0
2874,6.1595,0.4354,0
2875,3.7017,1.6271,0
2876,2.8989,0.9595,0
2877,4.9168,4.3855,1
2878,6.2159,3.7262,1
2879,8.6941,0.4484,1
2880,4.6906,3.9640,1
2881,9.2710,0.9079,1
2882,5.4743,0.0329,0
2883,6.2664,0.5848,0
2884,9.3334,3.1817,1
2885,0.8820,3.4544,0
2886,7.8895,4.6959,1
2887,6.9307,0.2774,0
2888,8.3173,0.5794,1
2889,4.7482,3.0927,1
2890,5.4800,2.6150,1
2891,7.5398,3.5412,1
2892,4.3361,2.1974,0
2893,2.9821,0.8018,0
2894,6.9342,0.2864,0
2895,2.0041,1.4373,0
2896,1.1329,4.1306,0
2897,2.0489,2.0728,0
2898,4.1013,2.5636,0
2899,7.0764,3.4679,1
2900,1.0094,0.9406,0
2901,8.4923,3.5756,1
2902,5.9974,3.6479,1
2903,5.2555,1.5525,0
2904,1.0950,4.7979,0
2905,1.1327,1.9153,0
2906,0.0754,2.1489,0
2907,2.3210,3.1065,0
2908,4.6357,4.0775,1
2909,8.8604,0.1033,1
2910,8.5687,2.8769,1
2911,3.9992,4.5574,1
2912,8.9412,4.2165,1
2913,4.7193,3.0320,1
2914,3.8682,0.9032,0
2915,1.2376,0.6576,0
2916,3.6534,4.3103,1
2917,0.7635,4.1271,0
2918,8.7114,2.5126,1
2919,7.8285,2.7502,1
2920,9.7645,0.3255,1
2921,2.7000,2.7546,0
2922,4.4149,1.9018,0
2923,7.8834,3.0985,1
2924,1.1259,4.8470,0
2925,1.1179,2.9664,0
2926,2.9908,2.6325,0
2927,8.5588,3.7438,1
2928,8.7513,4.4301,1
2929,3.7714,0.0558,0
2930,8.6500,3.6719,1
2931,0.8931,0.8005,0
2932,4.0753,3.0157,0
2933,8.5749,2.1436,1
2934,1.8395,1.9625,0
2935,7.9749,0.3537,1
2936,7.4929,2.1341,1
2937,8.1410,0.8888,1
2938,7.0118,4.4442,1
2939,5.0653,0.1615,0
2940,9.0322,4.5511,1
2941,7.9160,4.4521,1
2942,3.8391,4.3392,1
2943,0.0271,2.1471,0
2944,3.8676,1.0163,0
2945,8.8499,4.2450,1
2946,0.5511,1.4546,0
2947,8.2023,4.5028,1
2948,1.9464,3.4102,0
2949,2.7477,1.0491,0
2950,7.0873,1.3759,1
2951,5.4434,2.6850,1
2952,5.4958,2.9650,1
2953,6.0036,3.4122,1
2954,7.4227,0.7798,1
2955,6.0350,4.9164,1
2956,5.2663,0.7553,0
2957,0.9040,0.7208,0
2958,1.8337,2.5470,0
2959,2.7185,4.6753,0
2960,3.7050,3.8739,1
2961,9.2266,2.2861,1
2962,5.6798,2.8700,1
2963,9.5086,0.2059,1
2964,6.1079,2.7753,1
2965,5.8563,0.5693,0
2966,4.6514,4.9695,1
2967,8.0845,0.8461,1
2968,0.8467,4.8445,0
2969,7.5749,3.4754,1
2970,0.9973,3.4331,0
2971,5.1922,3.2286,1
2972,9.3528,2.9048,1
2973,6.2983,4.4984,1
2974,7.8917,1.7484,1
2975,6.3487,1.1266,0
2976,9.5416,3.8095,1
2977,1.9871,4.4511,0
2978,0.8633,4.8996,0
2979,1.8215,2.8938,0
2980,8.9734,1.8417,1
2981,1.9390,2.0743,0
2982,9.1116,4.7097,1
2983,8.5521,4.4575,1
2984,3.8401,2.6333,0
2985,8.2546,1.3547,1
2986,0.9653,4.5415,0
2987,2.5750,0.0900,0
2988,0.2919,2.9488,0
2989,4.7450,0.4063,0
2990,5.3748,2.4468,1
2991,6.5319,0.8424,0
2992,2.3725,0.0308,0
2993,0.2656,4.0274,0
2994,3.7405,3.1886,0
2995,7.2177,2.9202,1
2996,6.2967,3.6327,1
2997,8.4223,2.1850,1
2998,5.5125,0.3153,0
2999,2.9075,2.3267,0
3000,9.1153,1.5326,1
3001,3.1967,0.1087,0
3002,7.1537,2.4402,1
3003,5.0743,3.2017,1
3004,7.3700,3.1358,1
3005,4.5850,2.8250,0
3006,1.9507,1.3650,0
3007,6.7579,2.6682,1
3008,5.4875,1.1533,0
3009,3.0122,4.0556,0
3010,5.9752,3.5928,1
3011,1.7462,2.3986,0
3012,2.8895,0.3282,0
3013,4.2379,3.1446,0
3014,0.5402,3.4719,0
3015,5.9991,4.8652,1
3016,7.8394,2.1773,1
3017,1.3844,4.6404,0
3018,6.6536,3.3981,1
3019,8.2763,1.9299,1
3020,6.3533,0.4018,0
3021,0.8841,4.4579,0
3022,9.7839,4.8011,1
3023,6.9048,1.7009,1
3024,7.0189,3.0446,1
3025,1.1531,1.2457,0
3026,3.1756,1.2150,0
3027,4.7593,0.5501,0
3028,5.3871,3.8529,1
3029,4.9269,3.4012,1
3030,0.5319,4.2182,0
3031,8.2523,0.9533,1
3032,6.0700,3.4424,1
3033,9.1401,0.0359,1
3034,0.6514,1.7575,0
3035,4.6391,2.3941,0
3036,1.1069,0.9381,0
3037,0.9315,3.9203,0
3038,3.4049,4.9801,1
3039,0.8473,1.0638,0
3040,5.7870,0.3669,0
3041,5.8362,2.2635,1
3042,6.6030,3.4897,1
3043,9.7245,1.4029,1
3044,1.9532,2.0566,0
3045,4.7669,4.8693,1
3046,8.0304,2.1833,1
3047,0.2275,4.2855,0
3048,5.3652,3.4366,1
3049,4.6477,3.8782,1
3050,1.6455,1.2729,0
3051,9.4254,4.7107,1
3052,0.6276,2.2873,0
3053,3.4245,0.7113,0
3054,5.4786,0.1320,0
3055,5.0710,0.8638,0
3056,9.3242,4.3707,1
3057,9.8019,4.4658,1
3058,2.9164,1.7938,0
3059,9.8939,4.2852,1
3060,9.5092,1.7601,1
3061,2.7366,0.4083,0
3062,7.6936,0.0314,1
3063,7.4959,0.2559,1
3064,2.8794,4.4775,0
3065,5.4921,2.7294,1
3066,7.0991,1.0809,1
3067,0.0891,3.2563,0
3068,0.9484,1.8161,0
3069,4.0012,2.5000,0
3070,4.8392,2.2051,0
3071,6.9606,2.1474,1
3072,2.3040,1.4463,0
3073,8.6398,3.8559,1
3074,4.6810,2.3840,0
3075,2.0705,0.3066,0
3076,0.4503,1.2147,0
3077,6.4120,3.7183,1
3078,7.9926,2.9434,1
3079,8.7799,1.2845,1
3080,1.6246,0.8683,0
3081,9.3488,2.7693,1
3082,5.5814,4.4913,1
3083,8.3436,3.4750,1
3084,8.9441,4.8202,1
3085,4.5426,0.9511,0
3086,3.4174,0.1416,0
3087,3.9763,0.6919,0
3088,6.3998,0.7253,0
3089,8.2044,2.8840,1
3090,6.6945,1.2827,1
3091,2.4974,2.0012,0
3092,8.2289,1.1624,1
3093,4.5613,1.0627,0
3094,4.2569,3.0861,0
3095,6.5738,3.9247,1
3096,6.8978,4.0819,1
3097,7.7640,4.8943,1
3098,5.0451,1.9470,0
3099,8.7176,0.6769,1
3100,6.9172,4.6243,1
3101,9.2839,0.3503,1
3102,5.2341,3.6022,1
3103,9.7030,0.5082,1
3104,2.5612,4.2386,0
3105,5.4817,3.8627,1
3106,3.3135,3.6697,0
3107,9.1711,3.7809,1
3108,0.8827,4.2184,0
3109,8.4367,2.9385,1
3110,9.9393,3.6457,1
3111,4.6944,1.8567,0
3112,5.7595,2.1649,1
3113,1.6941,1.3254,0
3114,4.5986,2.1749,0
3115,0.3007,2.1694,0
3116,8.1913,4.0265,1
3117,7.7083,0.7695,1
3118,3.8708,2.6253,0
3119,2.3766,0.2646,0
3120,0.6646,1.2053,0
3121,1.3989,2.1981,0
3122,9.6818,4.5932,1
3123,4.4415,1.2647,0
3124,7.2018,3.2604,1
3125,4.9728,3.1638,1
3126,2.3506,1.2755,0
3127,5.9620,1.7811,1
3128,3.0950,3.5898,0
3129,9.4013,2.7086,1
3130,8.0206,3.4840,1
3131,7.2088,3.3328,1
3132,5.9497,1.0829,0
3133,9.8270,4.9691,1
3134,3.1658,2.3110,0
3135,1.1640,4.0168,0
3136,9.6578,3.3413,1
3137,4.3401,2.9987,0
3138,9.1952,0.2445,1
3139,9.8876,3.9954,1
3140,1.2190,4.9037,0
3141,9.2074,1.2705,1
3142,0.7828,0.7223,0
3143,5.2891,1.1773,0
3144,3.5855,0.5712,0
3145,8.4904,1.9391,1
3146,5.0292,0.9498,0
3147,2.6386,2.3862,0
3148,0.3834,4.8676,0
3149,8.8398,4.3218,1
3150,8.5258,1.1071,1
3151,8.9108,2.7792,1
3152,5.4142,3.1319,1
3153,6.5168,4.1539,1
3154,7.5847,4.4354,1
3155,4.8741,0.4918,0
3156,1.2466,4.4738,0
3157,7.7741,4.6132,1
3158,1.9522,3.6301,0
3159,0.9332,3.7105,0
3160,3.4702,0.1827,0
3161,7.5741,3.9648,1
3162,8.5501,0.0750,1
3163,4.8192,4.7477,1
3164,5.0395,1.6143,0
3165,0.1464,0.5541,0
3166,4.1219,4.1099,1
3167,1.5780,4.3180,0
3168,1.2132,4.9287,0
3169,1.4773,1.6721,0
3170,4.0549,4.8129,1
3171,4.2570,2.8829,0
3172,0.0334,2.7288,0
3173,8.6315,0.4333,1
3174,4.2218,0.7921,0
3175,0.3875,3.8514,0
3176,2.5234,3.7225,0
3177,1.5153,3.2162,0
3178,5.0258,3.6501,1
3179,8.5573,3.5984,1
3180,8.0974,0.4768,1
3181,3.9183,2.2183,0
3182,4.0813,0.5822,0
3183,7.5880,2.2518,1
3184,6.6332,4.8203,1
3185,9.3393,3.1407,1
3186,4.5781,3.1632,1
3187,2.6181,1.4679,0
3188,8.5202,4.8093,1
3189,4.4363,3.8156,1
3190,4.5685,4.9378,1
3191,2.2238,3.2123,0
3192,0.3767,1.0944,0
3193,7.6349,3.3007,1
3194,2.5800,1.3712,0
3195,0.3438,4.0497,0
3196,2.7805,0.2837,0
3197,0.8521,4.4751,0
3198,5.3625,2.3364,1
3199,5.0322,2.3563,0
3200,9.1127,1.5957,1
3201,1.0291,0.6060,0
3202,6.5894,3.5655,1
3203,6.5567,0.8515,0
3204,2.0582,4.0958,0
3205,2.7318,4.5185,0
3206,2.4469,0.9088,0
3207,6.9196,0.5873,1
3208,2.6360,3.6547,0
3209,9.2452,4.9232,1
3210,7.5631,2.4171,1
3211,8.7460,1.1398,1
3212,9.4607,1.3618,1
3213,2.7337,2.4298,0
3214,3.2572,0.7073,0
3215,8.6314,1.7585,1
3216,8.2423,1.7611,1
3217,0.1096,2.9222,0
3218,8.5050,0.1718,1
3219,3.6025,2.9424,0
3220,6.8235,4.8965,1
3221,8.8023,1.2044,1
3222,3.8846,3.9104,1
3223,0.2941,2.5365,0
3224,3.7931,4.2909,1
3225,1.5766,2.6469,0
3226,5.3528,2.6225,1
3227,6.8010,4.3938,1
3228,1.1655,4.2434,0
3229,7.0575,4.3563,1
3230,9.5054,3.8979,1
3231,7.9958,2.3175,1
3232,1.1275,4.0979,0
3233,4.9323,4.6729,1
3234,0.6589,0.6331,0
3235,2.8886,1.0009,0
3236,2.3569,0.5941,0
3237,0.8405,0.5483,0
3238,1.3244,3.1903,0
3239,0.8848,4.7343,0
3240,3.0715,0.3227,0
3241,9.1094,0.6721,1
3242,8.3637,3.6784,1
3243,1.8161,0.6859,0
3244,0.0448,4.1424,0
3245,8.2331,2.8369,1
3246,9.9003,0.2416,1
3247,1.4160,4.9570,0
3248,7.8994,2.7893,1
3249,1.8397,1.3356,0
3250,3.5206,1.8644,0
3251,9.6023,2.7116,1
3252,4.2870,0.6506,0
3253,3.7829,4.9664,1
3254,1.3097,4.9531,0
3255,0.3915,4.2319,0
3256,9.9204,1.7240,1
3257,2.9955,4.5155,1
3258,8.1797,4.1876,1
3259,3.5608,2.2275,0
3260,4.9091,3.5335,1
3261,8.6306,3.7047,1
3262,4.3114,0.8398,0
3263,1.6421,2.4366,0
3264,7.3063,3.1361,1
3265,7.6337,1.5891,1
3266,1.0287,3.2847,0
3267,9.6366,1.6925,1
3268,5.6043,3.1289,1
3269,0.9283,0.9301,0
3270,4.5425,2.2390,0
3271,0.8539,1.7062,0
3272,5.2401,4.8903,1
3273,2.1174,0.3074,0
3274,6.7121,0.0095,0
3275,7.4113,4.2806,1
3276,7.5039,1.2324,1
3277,8.7691,3.3507,1
3278,1.0753,0.9493,0
3279,7.2031,4.5715,1
3280,8.5764,1.4031,1
3281,9.2404,3.1760,1
3282,4.4091,3.8003,1
3283,9.0586,3.5053,1
3284,8.8640,2.6841,1
3285,5.6553,4.5930,1
3286,4.4632,1.2380,0
3287,5.3536,0.2079,0
3288,1.8508,1.5724,0
3289,7.0527,2.9314,1
3290,4.0080,3.2630,0
3291,8.7295,3.7317,1
3292,5.5634,0.2843,0
3293,3.2693,0.2796,0
3294,5.2269,2.7748,1
3295,8.2444,4.8639,1
3296,0.4711,4.5648,0
3297,6.9453,1.2265,1
3298,4.6880,4.6238,1
3299,7.7943,4.9807,1
3300,1.6607,3.2469,0
3301,4.4071,4.8127,1
3302,1.1031,2.3106,0
3303,8.2180,1.8779,1
3304,6.7772,1.3468,1
3305,4.5290,4.5349,1
3306,6.3137,3.8530,1
3307,4.9059,4.1152,1
3308,7.7654,4.4066,1
3309,8.8765,2.2956,1
3310,6.1525,2.0854,1
3311,1.7958,3.8754,0
3312,2.3835,0.3824,0
3313,6.4245,1.8232,1
3314,9.9999,0.4946,1
3315,0.5407,2.0707,0
3316,3.4443,1.8851,0
3317,9.2215,0.9178,1
3318,6.3124,3.3042,1
3319,3.4320,4.4405,1
3320,1.3783,3.0148,0
3321,7.5410,2.5848,1
3322,9.4617,4.6627,1
3323,7.0210,4.2265,1
3324,4.0477,0.3114,0
3325,1.3370,4.5204,0
3326,0.8030,4.8984,0
3327,2.5557,0.6199,0
3328,9.6845,4.7286,1
3329,1.7916,3.1031,0
3330,6.8580,1.7892,1
3331,4.9698,0.5033,0
3332,1.2227,0.6358,0
3333,3.6253,4.1382,1
3334,8.2009,3.9566,1
3335,4.9962,2.2002,0
3336,8.9273,0.9921,1
3337,9.8429,1.0128,1
3338,3.3390,3.5397,0
3339,8.2976,3.7242,1
3340,6.8762,3.2419,1
3341,4.6598,4.6622,1
3342,0.8047,3.9521,0
3343,2.3041,2.8036,0
3344,3.8290,1.6134,0
3345,9.9153,2.1601,1
3346,5.1977,0.9428,0
3347,8.0074,1.5315,1
3348,0.1700,4.8201,0
3349,9.9371,2.1741,1
3350,5.1674,3.2602,1
3351,7.2425,0.8606,1
3352,8.9794,0.4573,1
3353,4.0607,2.4134,0
3354,9.2823,4.4910,1
3355,3.8345,0.2314,0
3356,8.1392,3.9894,1
3357,9.9607,1.3848,1
3358,8.9709,2.6252,1
3359,5.0705,2.4167,0
3360,4.3925,4.0080,1
3361,6.1965,3.8736,1
3362,4.8496,0.7293,0
3363,0.2867,3.6069,0
3364,0.9836,0.7022,0
3365,8.8161,0.9054,1
3366,8.6940,0.6388,1
3367,9.2480,3.9657,1
3368,2.2747,2.7166,0
3369,5.0352,1.9704,0
3370,1.8367,2.2006,0
3371,9.8395,0.6952,1
3372,6.2349,0.4126,0
3373,3.7659,4.2899,1
3374,2.1501,4.4893,0
3375,6.9968,2.1845,1
3376,2.5855,3.5421,0
3377,1.5823,1.5109,0
3378,5.1566,2.0336,0
3379,0.3253,3.2619,0
3380,9.9471,2.9670,1
3381,7.7018,0.2429,1
3382,5.1094,4.9668,1
3383,6.5745,0.0554,0
3384,5.2220,0.7371,0
3385,5.6831,4.1542,1
3386,2.5544,4.0467,0
3387,8.4700,4.8270,1
3388,5.9144,4.5517,1
3389,4.6394,1.2929,0
3390,7.1198,3.4645,1
3391,0.2079,2.2243,0
3392,2.0273,0.4225,0
3393,7.7973,2.6435,1
3394,4.1830,0.2103,0
3395,9.0952,3.3296,1
3396,0.7717,4.2536,0
3397,5.0103,1.1740,0
3398,6.1291,1.6497,1
3399,6.0492,0.1791,0
3400,6.9992,3.6703,1
3401,6.9268,2.5230,1
3402,1.3190,0.1715,0
3403,4.6552,0.5063,0
3404,4.2326,0.6614,0
3405,5.5849,4.3665,1
3406,8.2552,2.8869,1
3407,2.0092,4.5909,0
3408,1.0825,3.6715,0
3409,8.8010,0.6157,1
3410,8.9257,4.2959,1
3411,8.4744,3.2039,1
3412,5.6426,1.1994,0
3413,1.8424,1.8560,0
3414,2.0139,1.5183,0
3415,1.6630,3.4699,0
3416,7.1642,1.7326,1
3417,9.4736,4.6977,1
3418,4.3093,1.8694,0
3419,5.0955,3.1323,1
3420,1.0293,4.5498,0
3421,9.0033,0.8701,1
3422,5.3741,0.8682,0
3423,2.1054,2.4786,0
3424,9.5674,1.3591,1
3425,5.6696,4.5604,1
3426,2.4786,4.9298,0
3427,2.5810,4.7754,0
3428,7.5890,1.3217,1
3429,1.6293,1.6391,0
3430,9.1831,3.6184,1
3431,7.6381,1.4855,1
3432,4.1894,3.6935,1
3433,7.6341,0.9998,1
3434,9.3281,2.7594,1
3435,5.0375,3.3999,1
3436,2.1141,1.9832,0
3437,6.4672,0.5752,0
3438,1.7896,1.5216,0
3439,3.4375,0.5686,0
3440,6.2653,3.7717,1
3441,6.1269,3.8021,1
3442,6.7170,3.7939,1
3443,0.8861,1.3581,0
3444,4.3477,4.4960,1
3445,1.4325,0.1046,0
3446,1.6073,4.1012,0
3447,6.5389,4.7809,1
3448,7.2564,1.0750,1
3449,3.2774,1.2733,0
3450,9.3746,4.2111,1
3451,8.8231,4.7430,1
3452,3.9661,2.9700,0
3453,8.4311,2.2439,1
3454,3.1049,0.2555,0
3455,1.8215,2.3976,0
3456,8.7521,0.6675,1
3457,1.7133,2.5716,0
3458,2.9574,4.6386,1
3459,1.7200,2.0472,0
3460,8.0883,2.6382,1
3461,6.4972,1.8225,1
3462,7.7273,2.7511,1
3463,3.4893,1.9021,0
3464,2.9069,4.4216,0
3465,7.8947,2.1764,1
3466,6.1675,4.2348,1
3467,5.2935,0.0015,0
3468,9.8969,1.8285,1
3469,5.2711,0.0759,0
3470,0.7343,4.2747,0
3471,2.0302,3.1170,0
3472,2.5547,2.7213,0
3473,0.1960,1.4636,0
3474,2.0178,0.6332,0
3475,6.3638,3.7478,1
3476,5.4209,3.5223,1
3477,8.8563,3.5263,1
3478,8.9589,1.7326,1
3479,4.5772,0.5142,0
3480,1.3822,1.3059,0
3481,7.7587,3.9562,1
3482,4.2487,1.8615,0
3483,4.3157,3.7786,1
3484,7.4259,4.5927,1
3485,0.7801,0.1885,0
3486,8.7952,0.8467,1
3487,8.9294,1.5653,1
3488,7.8895,4.9819,1
3489,1.1349,3.9529,0
3490,6.1953,2.3406,1
3491,0.2586,1.5621,0
3492,2.4896,0.7515,0
3493,5.1257,4.5383,1
3494,6.6992,0.1579,0
3495,4.0652,1.2190,0
3496,6.2150,0.3791,0
3497,3.8155,4.7972,1
3498,8.3649,1.6079,1
3499,5.7951,0.5604,0
3500,9.1571,2.1920,1
3501,6.6976,0.1889,0
3502,6.0097,0.0846,0
3503,7.8092,3.2716,1
3504,0.1836,4.7118,0
3505,1.7874,1.6334,0
3506,7.2788,1.0861,1
3507,9.2678,2.3243,1
3508,2.1823,4.5798,0
3509,4.9563,4.0223,1
3510,6.5480,0.2142,0
3511,5.2808,3.8283,1
3512,3.7970,3.9617,1
3513,9.0273,2.1417,1
3514,3.0508,4.8771,1
3515,1.1685,3.9656,0
3516,0.5833,2.9973,0
3517,5.8459,0.6608,0
3518,6.4748,3.2218,1
3519,9.5526,3.2814,1
3520,3.4918,4.7604,1
3521,2.4365,4.1358,0
3522,1.7289,3.6347,0
3523,6.2804,3.1579,1
3524,8.8596,2.6844,1
3525,1.1777,3.5342,0
3526,3.9328,0.2134,0
3527,3.1631,4.0905,0
3528,5.2993,3.7995,1
3529,8.8733,3.4173,1
3530,7.8755,3.7345,1
3531,4.8428,1.8845,0
3532,4.3069,2.4216,0
3533,3.0337,0.3239,0
3534,2.5311,2.0338,0
3535,4.5391,2.9681,1
3536,8.4199,1.8706,1
3537,1.7092,1.3845,0
3538,8.5848,2.8606,1
3539,8.4539,2.7942,1
3540,7.5039,0.8680,1
3541,1.8905,4.9617,0
3542,7.2160,0.0889,0
3543,7.3056,3.4007,1
3544,1.5322,4.9489,0
3545,5.4476,4.2210,1
3546,8.9009,3.6471,1
3547,7.4789,1.5103,1
3548,0.8182,4.9861,0
3549,9.1099,0.7282,1
3550,5.5768,1.6196,0
3551,2.8730,0.8640,0
3552,0.0611,1.9536,0
3553,1.6664,0.6568,0
3554,0.2498,4.9596,0
3555,3.8171,0.3130,0
3556,3.7682,1.1513,0
3557,1.6382,2.3753,0
3558,9.1957,0.8921,1
3559,9.6056,4.6443,1
3560,8.6543,1.8096,1
3561,6.3201,2.6571,1
3562,6.8096,0.7987,1
3563,7.2770,1.8098,1
3564,3.7058,3.4204,0
3565,6.8094,1.1580,1
3566,7.8939,1.5435,1
3567,3.9374,0.1071,0
3568,2.7009,2.2962,0
3569,8.7250,0.9244,1
3570,6.9444,0.7209,1
3571,7.9355,3.0814,1
3572,1.3082,3.2818,0
3573,7.6834,1.2924,1
3574,5.8749,4.7100,1
3575,1.1471,0.6715,0
3576,2.3018,3.7970,0
3577,9.3581,1.6721,1
3578,7.4667,1.2366,1
3579,3.6937,4.7925,1
3580,2.3950,0.7156,0
3581,9.5671,3.9778,1
3582,1.8725,3.2916,0
3583,8.6255,2.9664,1
3584,3.8817,0.6497,0
3585,3.6669,0.3384,0
3586,1.3002,4.5284,0
3587,0.4357,2.6399,0
3588,8.8567,0.6507,1
3589,0.9084,4.1248,0
3590,0.7530,3.1071,0
3591,8.8753,1.1329,1
3592,7.4643,1.4052,1
3593,8.0391,4.1135,1
3594,1.0598,1.8476,0
3595,7.9435,4.3406,1
3596,4.9910,4.2333,1
3597,4.5711,3.5886,1
3598,2.8700,0.5181,0
3599,6.7501,4.7482,1
3600,5.2014,2.6707,1
3601,2.3971,4.6422,0
3602,7.6007,1.3011,1
3603,8.4008,2.8224,1
3604,9.1571,2.9122,1
3605,5.5565,3.9694,1
3606,1.4431,2.1807,0
3607,1.8557,4.7488,0
3608,5.9770,4.3736,1
